epoch,kl_loss,recon_loss,step,train_loss
0,0.7699907422065735,0.3336910009384155,49,0.4106900691986084
0,0.6605975031852722,0.24930337071418762,99,0.3153631091117859
0,0.5214040279388428,0.2147219181060791,149,0.26686233282089233
0,0.3852560222148895,0.23551303148269653,199,0.2740386426448822
0,0.30356666445732117,0.21773681044578552,249,0.24809347093105316
0,0.15815261006355286,0.20857705175876617,299,0.22439230978488922
0,0.02853047475218773,0.19047106802463531,349,0.19332411885261536
0,0.018331406638026237,0.18621821701526642,399,0.18805135786533356
0,0.00922173261642456,0.20961236953735352,449,0.21053454279899597
0,0.004925377666950226,0.20711654424667358,499,0.20760908722877502
0,0.005270261317491531,0.21455149352550507,549,0.21507851779460907
0,0.0032100712414830923,0.19966387748718262,599,0.19998487830162048
0,0.0020283423364162445,0.18547523021697998,649,0.18567806482315063
1,0.0015165959484875202,0.22077475488185883,699,0.2209264189004898
1,0.0010962486267089844,0.1858522891998291,749,0.18596191704273224
1,0.0006150731351226568,0.1788301318883896,799,0.1788916438817978
1,0.0005181184969842434,0.17635363340377808,849,0.17640544474124908
1,0.0004261548165231943,0.17584338784217834,899,0.17588600516319275
1,0.00030647055245935917,0.18418511748313904,949,0.18421576917171478
1,0.00022881082259118557,0.18135935068130493,999,0.18138223886489868
1,0.00033257994800806046,0.19918037950992584,1049,0.1992136389017105
1,0.000272504985332489,0.1964448094367981,1099,0.19647206366062164
1,0.0002202137839049101,0.18099793791770935,1149,0.18101996183395386
1,0.00027040974237024784,0.19791561365127563,1199,0.19794265925884247
1,0.00016770022921264172,0.1829473078250885,1249,0.18296407163143158
1,0.00017538969404995441,0.18333633244037628,1299,0.18335387110710144
1,0.0001265911851078272,0.20168893039226532,1349,0.2017015963792801
2,8.426839485764503e-05,0.18759869039058685,1399,0.18760712444782257
2,0.00010535377077758312,0.18291668593883514,1449,0.1829272210597992
2,0.00011410820297896862,0.18724927306175232,1499,0.1872606873512268
2,0.00012795813381671906,0.18333569169044495,1549,0.18334849178791046
2,0.00012307846918702126,0.17415429651737213,1599,0.17416660487651825
2,7.689907215535641e-05,0.1844145953655243,1649,0.18442228436470032
2,7.170555181801319e-05,0.18579153716564178,1699,0.18579870462417603
2,8.128653280436993e-05,0.17464245855808258,1749,0.17465059459209442
2,6.930599920451641e-05,0.18906982243061066,1799,0.1890767514705658
2,6.347731687128544e-05,0.1950356364250183,1849,0.1950419843196869
2,6.171665154397488e-05,0.1645326316356659,1899,0.16453880071640015
