d_loss,epoch,g_loss,gradient_penalty,sparsity_penalty,step,val_d_loss,val_g_loss
0.46234768629074097,45,1.4126935005187988,0.6914476752281189,0.005668866913765669,14029,,
,46,,,,14334,0.37365084886550903,1.4042792320251465
0.4609833359718323,46,1.4183462858200073,0.6904364824295044,0.005668981466442347,14334,,
,47,,,,14639,0.36665114760398865,1.2905497550964355
0.46153682470321655,47,1.4124239683151245,0.6913173794746399,0.005665759555995464,14639,,
,48,,,,14944,0.3814300298690796,1.3298770189285278
0.4609241783618927,48,1.4134927988052368,0.6910104155540466,0.0056735132820904255,14944,,
,49,,,,15249,0.3841745853424072,1.4174610376358032
0.46090441942214966,49,1.4166574478149414,0.6910519003868103,0.005679419729858637,15249,,
,50,,,,15554,0.3721798360347748,1.4188746213912964
0.4601632058620453,50,1.4213677644729614,0.6914351582527161,0.0056784809567034245,15554,,
,51,,,,15859,0.36325621604919434,1.2951886653900146
0.46069565415382385,51,1.4188206195831299,0.6911507248878479,0.005665000062435865,15859,,
,52,,,,16164,0.37418267130851746,1.2991409301757812
0.4602368474006653,52,1.4183464050292969,0.6906527876853943,0.005677826702594757,16164,,
,53,,,,16469,0.3662976622581482,1.3341342210769653
0.45978400111198425,53,1.4192873239517212,0.6903400421142578,0.0056806993670761585,16469,,
,54,,,,16774,0.37478432059288025,1.302850604057312
0.4608195126056671,54,1.417201280593872,0.6913744211196899,0.005680030211806297,16774,,
,55,,,,17079,0.36748215556144714,1.37489914894104
0.45967981219291687,55,1.4161593914031982,0.6894835233688354,0.0056850197724998,17079,,
,56,,,,17384,0.37278565764427185,1.306708574295044
0.4599565267562866,56,1.419107437133789,0.6899903416633606,0.005686585325747728,17384,,
,57,,,,17689,0.36757010221481323,1.3678468465805054
0.4602195918560028,57,1.4155703783035278,0.6923316717147827,0.005684043280780315,17689,,
,58,,,,17994,0.3659649193286896,1.3262221813201904
0.4588173031806946,58,1.4261882305145264,0.6891539692878723,0.005684143863618374,17994,,
,59,,,,18299,0.3777024745941162,1.3500308990478516
0.45979371666908264,59,1.4192745685577393,0.6914952397346497,0.0056908936239778996,18299,,
,60,,,,18604,0.37071508169174194,1.4160891771316528
0.45857420563697815,60,1.4271372556686401,0.6907607316970825,0.005691870581358671,18604,,
,61,,,,18909,0.3593403398990631,1.3199505805969238
0.4592170715332031,61,1.4170119762420654,0.6914829015731812,0.005704403854906559,18909,,
,62,,,,19214,0.3690648674964905,1.3756415843963623
0.4585537016391754,62,1.4251258373260498,0.689789354801178,0.0056902156211435795,19214,,
,63,,,,19519,0.36645418405532837,1.2787567377090454
0.45721113681793213,63,1.431017279624939,0.6908674240112305,0.00569576071575284,19519,,
,64,,,,19824,0.37095797061920166,1.2938374280929565
0.45835068821907043,64,1.4301307201385498,0.6921364068984985,0.005704568699002266,19824,,
,65,,,,20129,0.3724871575832367,1.3622733354568481
0.45793914794921875,65,1.430413007736206,0.6908413767814636,0.005703243892639875,20129,,
,66,,,,20434,0.37682828307151794,1.3070740699768066
0.45889684557914734,66,1.4242141246795654,0.692494809627533,0.005706054158508778,20434,,
,67,,,,20739,0.3680186867713928,1.4021496772766113
0.45766037702560425,67,1.4269400835037231,0.6903285980224609,0.005704250652343035,20739,,
,68,,,,21044,0.36507686972618103,1.3332819938659668
0.4580964744091034,68,1.4284312725067139,0.6904183626174927,0.005703894421458244,21044,,
,69,,,,21349,0.37889719009399414,1.3974592685699463
0.4576927125453949,69,1.4276293516159058,0.6898676753044128,0.005708590149879456,21349,,
,70,,,,21654,0.37166649103164673,1.376613736152649
0.4579096734523773,70,1.4311902523040771,0.692276656627655,0.005708774551749229,21654,,
,71,,,,21959,0.3609316051006317,1.3379758596420288
0.45674648880958557,71,1.430320143699646,0.6905113458633423,0.005708509124815464,21959,,
,72,,,,22264,0.36548393964767456,1.3481899499893188
0.4563176929950714,72,1.4388651847839355,0.691194474697113,0.005710295867174864,22264,,
,73,,,,22569,0.3631781339645386,1.3555386066436768
0.45625123381614685,73,1.433480143547058,0.6922058463096619,0.005715242587029934,22569,,
,74,,,,22874,0.36301231384277344,1.3906627893447876
0.45554614067077637,74,1.435828447341919,0.6916736364364624,0.005710905883461237,22874,,
,75,,,,23179,0.3752864897251129,1.5013188123703003
0.45588505268096924,75,1.4342314004898071,0.6931199431419373,0.005717391613870859,23179,,
,76,,,,23484,0.36435914039611816,1.3711827993392944
0.4551868736743927,76,1.4356125593185425,0.6913691163063049,0.005707731004804373,23484,,
,77,,,,23789,0.36144283413887024,1.3231737613677979
0.45564642548561096,77,1.4301178455352783,0.6927005648612976,0.005713302176445723,23789,,
,78,,,,24094,0.36463063955307007,1.3840619325637817
0.456387996673584,78,1.4353641271591187,0.6926229596138,0.005701033864170313,24094,,
,79,,,,24399,0.3631502687931061,1.3366985321044922
0.45583635568618774,79,1.4361547231674194,0.6928569078445435,0.0057125152088701725,24399,,
,80,,,,24704,0.36478111147880554,1.311882495880127
0.4546300768852234,80,1.439117431640625,0.6919991374015808,0.005710126832127571,24704,,
,81,,,,25009,0.36352449655532837,1.3775877952575684
0.4551067352294922,81,1.4363646507263184,0.6941538453102112,0.005710719618946314,25009,,
,82,,,,25314,0.368089497089386,1.3520739078521729
0.4546104669570923,82,1.44150972366333,0.6931356191635132,0.005702882073819637,25314,,
,83,,,,25619,0.36434730887413025,1.3855952024459839
0.45424017310142517,83,1.439966082572937,0.6932229399681091,0.005702418275177479,25619,,
,84,,,,25924,0.36570391058921814,1.4735026359558105
0.45440900325775146,84,1.4336047172546387,0.6926547288894653,0.005698552820831537,25924,,
,85,,,,26229,0.3649330139160156,1.4186530113220215
0.45490187406539917,85,1.437766671180725,0.6935793161392212,0.0056999181397259235,26229,,
,86,,,,26534,0.35211747884750366,1.2997804880142212
0.45487695932388306,86,1.4369090795516968,0.6929147243499756,0.005697427783161402,26534,,
,87,,,,26839,0.3634602129459381,1.4001692533493042
0.45488783717155457,87,1.434807300567627,0.6940221190452576,0.005695943720638752,26839,,
,88,,,,27144,0.3609016537666321,1.3792973756790161
0.45401835441589355,88,1.4416224956512451,0.6923064589500427,0.005697897169739008,27144,,
,89,,,,27449,0.35710036754608154,1.3563191890716553
0.4534479081630707,89,1.449143648147583,0.6936049461364746,0.005697731394320726,27449,,
,90,,,,27754,0.3605453372001648,1.3612347841262817
0.4539615511894226,90,1.4375507831573486,0.6945605278015137,0.005689883138984442,27754,,
,91,,,,28059,0.359255313873291,1.435341238975525
0.45307549834251404,91,1.442417860031128,0.6931474804878235,0.0056906938552856445,28059,,
,92,,,,28364,0.3709600865840912,1.4305081367492676
0.4536961317062378,92,1.4425116777420044,0.6932963132858276,0.00569131039083004,28364,,
,93,,,,28669,0.35832977294921875,1.3742785453796387
0.4524683952331543,93,1.450095534324646,0.6927971243858337,0.0056840828619897366,28669,,
,94,,,,28974,0.35996493697166443,1.3969204425811768
0.45255640149116516,94,1.455219030380249,0.6949216723442078,0.005681147798895836,28974,,
,95,,,,29279,0.3536743223667145,1.4425500631332397
0.45173487067222595,95,1.45484459400177,0.693371593952179,0.0056902263313531876,29279,,
,96,,,,29584,0.3582124710083008,1.354701042175293
0.4515984058380127,96,1.4503698348999023,0.6934500932693481,0.0056884270161390305,29584,,
,97,,,,29889,0.3594399392604828,1.3204879760742188
0.45140570402145386,97,1.448628306388855,0.6941332817077637,0.0056838481687009335,29889,,
,98,,,,30194,0.38028228282928467,1.5537912845611572
0.4523025453090668,98,1.4531359672546387,0.6969659328460693,0.0056747919879853725,30194,,
,99,,,,30499,0.3495419919490814,1.2955213785171509
0.45064711570739746,99,1.4532710313796997,0.6934550404548645,0.005679140333086252,30499,,
