d_loss,epoch,g_loss,step
0.45748353004455566,0,0.6695933938026428,49
0.48693788051605225,0,0.8067033886909485,99
0.5386077165603638,0,0.9150853157043457,149
0.625963032245636,0,0.8503403663635254,199
0.7010931968688965,0,1.4869385957717896,249
0.493078351020813,0,1.3024793863296509,299
0.7046314477920532,0,0.9741600155830383,349
0.6525821089744568,0,1.1339778900146484,399
0.6832430362701416,0,0.9718124866485596,449
0.6820372343063354,0,1.0163843631744385,499
0.5841695070266724,0,1.1261097192764282,549
0.6776008605957031,0,0.9490296840667725,599
0.8537271022796631,0,0.7678828239440918,649
0.7319808006286621,1,0.8041879534721375,699
0.6625139713287354,1,0.861115574836731,749
0.6820181012153625,1,0.8714653849601746,799
0.6812393665313721,1,0.8753835558891296,849
0.6247448921203613,1,1.0135958194732666,899
0.6154404282569885,1,1.0172605514526367,949
0.6917654275894165,1,0.8720901012420654,999
0.6910268664360046,1,1.0297502279281616,1049
0.6317121982574463,1,1.2277679443359375,1099
0.6864831447601318,1,0.8717116117477417,1149
0.5995354652404785,1,1.0611932277679443,1199
0.6011993885040283,1,1.192445993423462,1249
0.7069998979568481,1,1.204379916191101,1299
0.7074786424636841,1,1.0992319583892822,1349
0.689307451248169,2,1.4979110956192017,1399
0.7119686603546143,2,1.1303009986877441,1449
0.7516776919364929,2,1.1661696434020996,1499
0.7306698560714722,2,1.1640040874481201,1549
0.7330378890037537,2,1.0310685634613037,1599
0.6724792122840881,2,1.2598870992660522,1649
0.6814444065093994,2,0.8140682578086853,1699
0.728337287902832,2,0.6263958215713501,1749
0.6273649334907532,2,0.8133573532104492,1799
0.5919541120529175,2,0.9213161468505859,1849
0.607615053653717,2,1.0483407974243164,1899
0.6331392526626587,2,0.8044066429138184,1949
0.6321450471878052,2,0.7291908264160156,1999
0.5831058025360107,2,1.035186767578125,2049
0.5466293692588806,3,1.0272243022918701,2099
0.62394118309021,3,0.9955477714538574,2149
0.5133154392242432,3,1.1010609865188599,2199
0.6213051676750183,3,0.9581515789031982,2249
0.6988534927368164,3,1.676734447479248,2299
0.6162365674972534,3,1.0952719449996948,2349
0.6888270378112793,3,0.6092471480369568,2399
0.5956240892410278,3,1.2559998035430908,2449
0.6582537889480591,3,1.061250925064087,2499
0.6702743768692017,3,0.9774827361106873,2549
0.6424394845962524,3,0.7780666947364807,2599
0.6329470276832581,3,0.9806548357009888,2649
0.6455262899398804,3,1.0530624389648438,2699
0.6374019980430603,3,0.7103362679481506,2749
0.5628064870834351,4,0.967414379119873,2799
0.6512318849563599,4,0.8792213797569275,2849
0.5956424474716187,4,1.1301966905593872,2899
0.6445052623748779,4,1.0449870824813843,2949
0.6018745303153992,4,0.7994723320007324,2999
0.602875828742981,4,0.8439999222755432,3049
0.5724211931228638,4,0.8700443506240845,3099
0.5599740743637085,4,1.07494056224823,3149
0.661062479019165,4,1.555480718612671,3199
0.6019903421401978,4,0.8921256065368652,3249
0.7511090040206909,4,0.5184627175331116,3299
0.6292588710784912,4,1.3174854516983032,3349
0.6692150831222534,4,0.8645353317260742,3399
0.6966353058815002,4,1.2853575944900513,3449
0.6424916982650757,5,1.1422271728515625,3499
0.6817100644111633,5,0.8280149698257446,3549
0.6932553648948669,5,1.0312004089355469,3599
0.5997198820114136,5,1.0039794445037842,3649
0.6902831792831421,5,0.7957696318626404,3699
0.7532358765602112,5,1.5015215873718262,3749
0.6998534202575684,5,0.8301838040351868,3799
0.7275956273078918,5,1.148139238357544,3849
0.653596043586731,5,1.1196300983428955,3899
0.7094298005104065,5,0.8436344861984253,3949
0.711908221244812,5,0.9225649833679199,3999
0.6808719038963318,5,0.8763898611068726,4049
0.668912410736084,5,0.763248085975647,4099
0.6043434143066406,5,0.9984807968139648,4149
0.6745098233222961,6,0.7530603408813477,4199
0.6109182834625244,6,0.7911584377288818,4249
0.645879328250885,6,0.7740384936332703,4299
0.6767257452011108,6,1.1275205612182617,4349
0.5952691435813904,6,1.1068882942199707,4399
0.649635374546051,6,1.0159623622894287,4449
0.6629375219345093,6,1.0356086492538452,4499
0.6678010821342468,6,0.7813761830329895,4549
0.5964109897613525,6,1.024564504623413,4599
0.6597845554351807,6,0.7205476760864258,4649
0.6853567361831665,6,0.6980838775634766,4699
0.632573127746582,6,0.8662173748016357,4749
0.6361622214317322,6,1.0407085418701172,4799
0.6044064164161682,6,0.9912651777267456,4849
0.660132110118866,7,0.8929951190948486,4899
0.6790030598640442,7,1.49272620677948,4949
0.7577941417694092,7,0.6879920959472656,4999
0.7002838850021362,7,0.8721063137054443,5049
0.7225010395050049,7,0.8349973559379578,5099
0.7241453528404236,7,1.0833702087402344,5149
0.6356860399246216,7,0.9980324506759644,5199
0.6332608461380005,7,0.7323869466781616,5249
0.6794912219047546,7,1.0603439807891846,5299
0.6771750450134277,7,0.6880775690078735,5349
0.6539279818534851,7,0.9099557399749756,5399
0.7126029133796692,7,1.007753849029541,5449
0.6831845045089722,7,0.7608716487884521,5499
0.690203845500946,7,0.6061646938323975,5549
0.6497153043746948,8,0.882649302482605,5599
0.672584593296051,8,0.9395992159843445,5649
0.6662046313285828,8,0.9780319333076477,5699
0.6374247074127197,8,1.0667434930801392,5749
0.6708081960678101,8,0.7120411396026611,5799
0.6535831689834595,8,1.0041751861572266,5849
0.7177565693855286,8,0.9351865649223328,5899
0.6845297813415527,8,1.166095495223999,5949
0.7154499888420105,8,0.710220456123352,5999
0.7094348669052124,8,0.7189903855323792,6049
0.6372473239898682,8,0.885196328163147,6099
0.691135048866272,8,1.2332985401153564,6149
0.7055380344390869,8,0.8374403119087219,6199
0.65284264087677,8,0.8278115391731262,6249
0.7003258466720581,9,0.8058688640594482,6299
0.767798900604248,9,0.8209712505340576,6349
0.6799249053001404,9,0.6716244220733643,6399
0.6947187185287476,9,0.8135572671890259,6449
0.66556715965271,9,0.8489234447479248,6499
0.6966228485107422,9,0.7415421009063721,6549
0.6750719547271729,9,0.9325269460678101,6599
0.7121953964233398,9,0.7431110143661499,6649
0.747785210609436,9,0.7310728430747986,6699
0.6944020390510559,9,0.9324865341186523,6749
0.6775955557823181,9,0.9302641153335571,6799
0.6741142868995667,9,0.8928101062774658,6849
0.6650208234786987,9,0.9080396294593811,6899
0.7168964147567749,9,0.7764882445335388,6949
0.6571744084358215,10,0.7881205081939697,6999
0.6767927408218384,10,0.8333911299705505,7049
0.7056530714035034,10,0.7877323031425476,7099
0.6781432628631592,10,0.720503032207489,7149
0.6658973693847656,10,0.7882096171379089,7199
0.65842604637146,10,0.7576984763145447,7249
0.6986643075942993,10,0.6157852411270142,7299
0.6874439716339111,10,1.032841682434082,7349
0.695806622505188,10,0.8363281488418579,7399
0.6906764507293701,10,0.8467612862586975,7449
0.6356136798858643,10,0.8033469915390015,7499
0.6628619432449341,10,0.9272670745849609,7549
0.6873183846473694,10,0.7079033255577087,7599
0.7057201266288757,10,0.9738917350769043,7649
0.7394411563873291,11,1.0146751403808594,7699
0.6858026385307312,11,0.7895233035087585,7749
0.6544499397277832,11,0.9210026264190674,7799
0.674768328666687,11,0.6701117753982544,7849
0.6935193538665771,11,0.9446885585784912,7899
0.6832992434501648,11,0.850291907787323,7949
0.6411669254302979,11,0.9610298871994019,7999
0.6372338533401489,11,0.7215651273727417,8049
0.6382800340652466,11,1.0177292823791504,8099
0.6799200773239136,11,0.6339452266693115,8149
0.7029864192008972,11,0.6595715284347534,8199
0.7166727781295776,11,0.7093043327331543,8249
0.6430953741073608,11,0.7133682370185852,8299
0.6323529481887817,11,0.8793212175369263,8349
0.6785465478897095,12,0.7511342763900757,8399
0.7076812386512756,12,0.724995493888855,8449
0.6218699216842651,12,0.9836742877960205,8499
0.7174926996231079,12,0.8895033597946167,8549
0.7412359714508057,12,0.9779959321022034,8599
0.6665341258049011,12,0.7574048042297363,8649
0.7059190273284912,12,0.8877319097518921,8699
0.684340238571167,12,0.8522083759307861,8749
0.6626259088516235,12,1.1196658611297607,8799
0.6888589859008789,12,0.8034913539886475,8849
0.6774249076843262,12,0.7573086023330688,8899
0.6789140701293945,12,0.792184054851532,8949
0.643250584602356,12,0.8139431476593018,8999
0.6964741945266724,12,0.8547911643981934,9049
0.6935040950775146,13,0.8549053072929382,9099
0.7318737506866455,13,0.8510360717773438,9149
0.6487903594970703,13,1.0202784538269043,9199
0.6740964651107788,13,0.8665995597839355,9249
0.6629351377487183,13,0.8563973903656006,9299
0.658126711845398,13,0.7363765239715576,9349
0.6358662247657776,13,0.9579591751098633,9399
0.7245222330093384,13,0.6933773756027222,9449
0.6370202302932739,13,0.8922175168991089,9499
0.6735953092575073,13,0.7928951978683472,9549
0.6603826284408569,13,0.849338948726654,9599
0.6668263673782349,13,0.739689290523529,9649
0.6981073617935181,13,0.9774385690689087,9699
0.7081660032272339,13,0.7252212762832642,9749
0.6736392974853516,14,0.7052266001701355,9799
0.6671107411384583,14,0.7552323341369629,9849
0.6969408988952637,14,0.8198649287223816,9899
0.6802449822425842,14,0.8874815106391907,9949
0.6678721904754639,14,0.6455150842666626,9999
0.6483328342437744,14,0.7724990248680115,10049
0.687936544418335,14,0.8439738750457764,10099
0.6693441867828369,14,0.6826258301734924,10149
0.7556546926498413,14,0.7937105298042297,10199
0.6302345991134644,14,0.8186383247375488,10249
0.6296898126602173,14,0.8643727898597717,10299
0.6532379388809204,14,0.6909801363945007,10349
0.6651349067687988,14,0.8448371291160583,10399
